x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
2,8,1,6,1,5,5,4,2,5,4,6,1,6,1,6,I
2,4,3,3,2,5,6,2,7,8,4,6,1,6,4,5,Z
2,2,2,2,1,5,4,4,3,4,4,6,2,6,3,6,G
2,4,3,6,1,9,2,6,4,10,2,8,1,4,1,6,J
2,4,3,3,2,5,8,2,2,5,8,6,2,7,1,6,V
6,10,6,6,4,4,6,4,3,6,5,4,4,8,2,6,V
4,8,4,6,3,7,5,2,3,8,3,4,2,6,5,6,J
2,4,3,3,1,4,5,4,7,5,4,9,1,6,3,6,C
2,2,2,1,1,3,6,4,4,8,7,6,2,7,1,4,U
2,4,3,3,2,8,2,3,2,8,2,7,2,4,2,6,A
2,7,4,5,1,7,7,2,2,4,9,6,2,8,1,6,Y
2,5,4,4,2,5,8,1,6,5,8,6,1,7,1,6,T
4,6,5,4,4,6,5,2,3,6,4,5,5,4,2,6,M
4,6,4,4,2,3,8,2,2,6,7,5,2,8,1,5,V
3,6,4,4,2,4,6,3,4,7,6,6,2,6,4,3,S
4,4,4,6,3,5,5,8,2,5,6,6,6,4,1,6,M
2,6,4,4,1,7,7,2,2,4,9,6,2,8,1,6,Y
6,6,4,8,4,4,6,3,2,8,5,5,2,6,9,4,Z
2,6,3,4,2,6,4,8,1,4,6,6,5,4,1,6,M
2,5,3,4,3,5,4,7,1,5,6,6,4,4,1,6,M
2,6,2,4,2,9,2,4,3,9,2,7,1,5,1,6,J
5,9,5,5,3,6,5,2,4,7,5,6,4,8,3,6,K
2,2,3,3,2,5,5,4,4,5,4,4,2,6,4,7,B
3,7,4,6,5,5,5,4,3,5,4,5,3,4,6,10,K
4,6,5,4,3,4,7,2,7,8,6,4,1,6,4,4,Z
3,6,3,4,2,1,9,3,3,8,7,4,1,6,1,4,F
1,1,2,1,1,5,6,4,2,5,5,5,3,6,1,4,N
5,7,7,6,4,5,10,4,2,9,3,1,1,7,3,5,P
3,2,4,4,2,4,5,4,7,5,4,9,1,6,3,6,C
3,6,4,4,2,6,4,2,7,8,3,6,1,5,4,6,Z
2,2,3,2,1,6,5,2,4,7,4,6,1,6,4,6,S
3,4,5,3,3,6,8,2,2,4,6,6,5,8,1,6,W
2,2,3,2,2,5,6,3,3,8,3,3,1,6,2,6,P
3,6,3,4,1,1,1,4,4,1,1,3,1,6,1,6,L
2,3,3,4,2,6,4,10,4,5,9,6,2,6,1,6,U
2,7,3,5,1,9,2,6,3,10,3,8,1,4,1,6,J
2,3,2,4,1,8,2,6,3,9,4,9,1,4,1,6,J
2,4,2,2,2,6,5,4,7,4,4,5,2,6,5,6,Z
3,2,4,3,3,6,4,4,3,5,5,6,6,4,2,4,M
5,9,4,5,3,6,3,4,4,5,6,6,3,6,2,6,U
1,2,2,2,1,6,5,2,4,10,4,6,1,5,1,6,J
4,6,4,5,5,4,5,6,4,5,4,5,2,6,5,6,B
5,8,6,6,5,7,4,3,5,7,2,5,2,6,4,8,B
6,10,6,6,3,6,3,3,5,8,3,7,2,5,6,8,Q
2,3,4,2,2,5,6,2,4,7,4,4,4,6,1,5,N
2,5,3,4,2,6,5,4,5,7,3,4,2,6,2,6,D
1,1,1,1,1,5,5,4,3,5,4,5,1,6,4,6,B
3,4,4,3,3,5,6,2,5,8,5,6,2,6,3,6,E
2,2,4,2,2,4,6,2,6,8,6,6,2,6,3,5,E
4,8,6,6,4,5,6,2,4,6,4,5,4,6,1,6,N
2,3,3,4,1,5,10,1,4,6,8,6,1,6,1,6,T
2,2,4,3,1,6,6,2,1,4,9,6,2,7,1,6,Y
5,6,5,7,6,6,6,4,2,5,5,8,3,7,6,4,Q
6,10,6,6,4,4,4,3,3,5,6,7,5,4,2,6,U
2,2,3,3,2,5,7,10,2,5,2,6,2,6,1,6,H
2,7,2,6,1,10,2,5,4,10,1,7,1,5,1,6,J
1,3,2,2,2,7,4,2,4,7,2,4,2,6,2,6,D
2,3,2,2,1,4,5,4,4,6,5,7,2,6,3,6,G
4,6,5,6,6,5,5,4,3,5,4,6,5,6,5,6,V
2,2,2,2,2,5,6,4,5,5,6,6,2,6,1,6,U
5,8,6,6,5,4,6,4,5,4,6,7,2,6,1,6,U
2,2,3,3,2,5,5,2,10,6,4,6,1,6,6,6,Z
2,2,2,1,1,5,5,4,4,6,4,7,2,6,3,7,G
3,8,4,6,3,5,3,1,5,6,2,7,1,4,2,6,L
3,4,4,3,3,6,5,2,4,7,3,4,2,6,2,6,D
2,7,4,5,4,6,6,2,2,6,3,4,3,6,4,4,J
2,4,4,3,4,5,4,2,3,4,4,6,5,5,4,6,K
2,6,4,5,2,8,2,3,2,8,1,6,2,4,2,6,A
2,3,3,5,1,1,1,4,4,1,1,4,1,6,1,6,L
3,6,4,5,4,6,4,2,4,4,5,6,2,6,6,6,X
4,6,4,4,2,8,4,2,4,6,3,5,2,6,4,8,Q
2,6,2,4,2,2,8,3,2,8,7,4,1,6,2,5,F
2,2,3,2,2,5,7,2,2,4,6,6,4,8,1,5,W
4,6,6,4,4,4,5,1,5,7,6,7,2,6,3,5,K
3,6,3,4,3,3,8,5,1,7,4,3,1,7,2,6,P
4,6,4,4,2,6,8,3,4,5,7,4,3,7,2,4,V
5,10,4,6,2,7,2,2,4,9,3,8,2,6,4,7,L
2,6,4,4,1,4,4,2,1,4,1,6,2,4,1,5,A
2,2,2,3,2,4,5,6,4,5,4,5,2,6,6,7,B
4,6,4,4,2,6,3,3,4,6,2,6,2,4,4,6,S
4,8,3,4,2,7,4,4,4,8,2,4,2,6,4,7,I
1,1,1,1,1,5,6,4,3,5,4,5,1,6,4,6,B
3,6,4,4,4,3,7,1,2,7,6,5,4,7,2,3,F
2,3,3,4,2,5,6,3,4,5,6,5,2,6,6,6,I
4,6,5,4,5,5,4,4,4,5,5,7,8,4,2,6,M
2,1,2,2,2,4,5,3,5,5,4,8,2,6,3,6,K
2,2,2,2,1,4,6,4,5,6,5,8,1,6,2,7,C
3,5,4,4,3,6,6,2,5,7,3,5,2,6,2,6,H
2,2,3,3,2,6,5,5,4,5,4,5,2,6,6,6,S
3,4,4,5,3,5,5,7,5,5,4,6,2,6,6,6,B
2,2,2,1,1,6,5,4,3,6,4,6,2,6,2,6,O
6,8,8,6,6,3,4,3,4,7,8,8,8,4,3,6,M
1,6,1,4,1,5,5,3,3,5,4,6,1,6,1,6,I
5,6,7,6,8,4,4,4,4,4,4,6,8,8,6,8,W
3,4,3,3,1,6,4,8,4,5,10,6,2,6,1,6,U
3,4,4,3,2,3,8,2,5,8,7,4,1,8,2,4,Y
2,6,4,5,2,8,2,2,2,7,2,6,2,4,2,6,A
2,2,3,2,2,5,7,2,3,8,3,2,1,7,2,6,P
3,5,4,4,4,5,6,4,4,6,4,4,2,5,4,5,B
3,5,4,4,2,6,4,6,4,7,4,6,2,6,2,6,O
4,5,4,4,2,2,7,2,5,8,8,5,2,8,2,4,Y
3,4,4,4,3,6,6,3,4,5,4,6,2,6,6,5,I
2,6,3,4,2,4,7,6,2,5,3,6,2,5,4,8,R
4,6,6,4,4,7,6,2,4,7,2,3,4,6,1,5,N
2,5,2,4,3,4,5,5,4,5,4,5,2,6,5,7,B
6,10,6,6,3,6,2,3,5,8,3,7,2,6,6,8,Q
4,8,6,6,4,6,5,4,5,5,4,6,4,6,3,5,H
2,3,2,2,1,8,4,2,5,8,2,5,1,5,1,6,J
3,3,4,4,2,5,6,3,1,5,6,6,6,7,1,6,W
4,8,4,6,2,2,8,2,6,9,8,4,1,7,2,3,Y
3,6,4,5,2,3,8,2,5,8,7,4,1,7,2,4,F
3,6,4,4,2,5,3,2,2,5,1,6,2,5,2,6,A
1,1,2,1,1,5,5,3,3,5,4,6,2,6,2,6,X
4,7,5,6,4,5,6,2,6,8,5,6,1,6,4,5,Z
2,5,3,3,2,5,6,10,2,5,2,6,2,6,1,6,H
4,8,6,6,6,5,4,1,4,7,4,6,5,5,4,6,K
3,5,4,6,4,6,6,3,4,5,4,6,2,6,6,6,J
2,3,3,2,2,4,6,2,3,7,5,5,4,6,1,6,N
4,6,5,5,5,5,4,4,2,5,5,6,5,5,4,8,W
3,4,4,3,2,4,6,5,6,6,7,6,2,6,1,6,U
2,4,3,3,1,6,7,2,2,4,9,6,2,8,1,6,Y
3,5,3,6,3,5,5,4,2,6,6,7,2,6,4,6,Q
2,2,3,2,1,3,8,3,2,8,8,4,2,8,1,6,V
4,9,4,5,4,8,4,3,4,7,3,5,4,6,4,7,D
2,6,3,4,2,5,6,3,2,6,8,6,2,7,1,6,V
3,6,4,4,2,4,8,6,3,6,2,6,2,5,4,8,R
1,1,1,1,1,2,2,4,4,1,1,4,1,6,1,6,L
3,7,5,6,2,6,8,2,3,4,8,6,2,7,1,6,V
4,7,5,6,4,4,7,2,4,9,5,4,1,7,2,5,F
4,6,5,5,6,5,6,4,4,6,4,6,5,6,6,4,B
2,3,3,4,2,4,7,6,3,5,3,6,2,5,4,7,R
2,4,3,3,2,6,4,4,4,6,4,5,2,6,3,4,J
2,5,4,4,1,5,6,3,2,5,10,6,2,7,1,6,V
6,6,6,9,4,6,7,2,3,4,8,4,3,7,5,6,Y
6,6,8,5,6,7,4,2,4,6,3,5,6,5,2,6,M
2,2,3,2,2,5,5,2,6,4,4,6,2,6,4,6,X
2,6,3,5,2,5,5,4,6,4,4,5,1,6,6,5,S
2,2,3,2,2,6,5,1,4,7,4,6,2,6,2,6,K
2,5,4,4,2,4,8,1,5,6,8,6,1,8,1,6,T
2,3,4,2,2,5,6,2,4,7,4,6,2,6,2,5,H
3,6,3,5,2,1,2,3,4,1,1,6,1,6,1,6,L
2,6,3,4,2,7,4,2,6,8,2,5,1,4,2,4,J
2,1,2,1,1,4,5,6,5,4,4,4,2,6,2,6,D
2,1,2,2,2,6,5,4,4,5,4,4,2,6,4,6,B
4,6,6,5,4,7,6,2,4,7,2,3,4,6,1,5,N
4,7,6,6,8,4,5,3,3,4,4,6,6,6,6,5,R
9,10,9,6,5,2,6,4,4,3,2,9,6,8,2,6,M
2,4,3,3,2,5,5,3,10,6,4,6,1,6,6,6,Z
4,6,6,5,6,4,5,3,4,5,4,6,4,6,5,4,R
4,8,4,6,2,2,5,6,2,5,4,8,3,6,2,8,K
4,6,6,5,5,5,8,2,2,4,6,6,5,8,1,6,W
2,4,3,3,2,5,7,3,3,8,4,2,1,7,2,6,P
2,6,3,4,3,4,5,4,6,5,4,7,2,6,4,6,E
5,8,4,4,3,6,5,3,3,8,4,6,2,6,6,8,E
2,2,3,3,1,7,9,2,2,2,8,6,1,7,1,6,Y
2,7,3,5,2,8,4,2,4,8,2,5,1,5,1,5,J
2,5,3,4,2,3,4,2,7,2,1,6,1,5,2,4,L
2,4,1,2,1,5,5,1,5,5,4,6,1,6,2,6,I
1,3,2,2,1,5,5,1,5,9,4,6,1,6,1,6,I
4,7,5,4,3,9,2,3,2,8,1,6,4,4,1,6,M
2,4,3,2,2,5,8,2,2,5,8,6,2,7,1,6,V
5,7,6,6,4,5,7,3,3,8,4,2,1,7,2,6,P
4,7,5,6,5,5,5,4,5,5,4,6,4,6,3,6,H
6,9,5,6,4,6,4,4,4,6,4,6,4,4,5,8,R
3,6,4,5,4,6,5,2,4,4,5,4,3,8,7,6,X
2,4,2,5,4,6,5,3,1,5,4,5,4,6,3,6,P
3,7,4,5,2,5,6,3,2,5,9,6,2,7,1,6,V
2,4,2,3,2,6,5,8,1,4,4,6,4,6,1,4,N
2,1,3,2,2,6,5,5,4,5,4,6,2,6,2,6,O
4,8,5,6,4,4,5,4,4,6,6,7,2,6,4,6,G
3,4,4,3,2,4,8,2,5,8,7,3,1,8,1,4,T
6,8,5,4,4,4,5,2,4,5,4,6,4,6,4,4,R
3,2,4,4,2,6,6,3,1,4,6,6,6,6,1,6,W
4,6,4,4,2,5,4,4,4,5,6,6,4,5,2,6,U
4,8,4,4,3,6,2,2,3,8,6,8,2,7,4,8,L
5,8,5,4,2,7,3,4,3,9,4,6,2,6,2,5,S
3,6,4,8,5,6,6,6,2,4,5,7,2,6,4,7,Q
2,1,3,2,2,5,4,4,3,4,5,5,6,4,2,5,M
2,2,2,2,2,4,7,3,4,7,6,4,1,7,2,4,F
4,6,4,4,2,2,8,4,3,8,8,6,2,7,1,6,V
4,5,4,4,2,2,8,3,2,7,8,6,2,7,1,6,V
3,6,3,4,2,1,9,3,2,8,7,5,1,6,1,4,F
3,8,4,6,4,4,4,4,4,5,5,7,6,4,2,6,M
2,6,3,4,2,5,5,1,4,9,4,6,1,6,1,6,I
2,5,2,3,2,3,8,6,2,7,4,3,1,7,3,6,P
3,2,4,2,2,4,6,4,6,5,7,6,2,6,1,6,U
2,3,2,2,2,5,5,4,4,5,4,4,2,6,4,6,B
3,7,4,6,4,6,5,6,4,4,3,6,2,6,3,5,Q
4,6,4,4,3,5,6,9,1,5,4,6,2,6,1,6,H
2,6,3,4,1,5,5,3,3,5,4,6,2,6,3,6,X
3,5,4,4,4,6,5,4,4,4,5,4,6,4,2,4,M
2,5,3,4,1,5,5,2,5,10,4,7,1,5,1,5,J
4,8,4,5,2,5,7,4,3,6,6,4,4,8,2,6,V
2,2,2,2,2,5,5,4,4,4,4,4,2,6,4,6,B
4,6,4,4,2,3,9,3,4,8,7,3,1,8,1,4,T
6,7,6,6,4,3,5,4,6,7,7,6,2,6,2,4,U
3,5,4,4,3,5,6,4,4,7,4,3,2,6,3,6,D
3,6,4,5,2,5,8,1,2,5,8,6,1,7,1,6,Y
2,1,2,2,1,6,5,5,3,5,4,6,2,6,2,6,O
2,1,2,1,1,5,4,5,4,5,4,6,2,6,2,6,O
3,3,3,4,2,3,5,6,1,5,4,8,2,6,2,8,K
6,8,6,4,4,6,6,3,4,4,6,4,8,6,2,4,W
4,8,5,6,3,6,2,2,2,5,1,6,2,5,2,5,A
6,8,4,4,3,4,6,4,3,6,6,6,4,7,4,6,O
4,6,4,6,5,6,5,4,4,5,4,5,4,6,7,8,S
4,5,4,4,2,4,8,2,5,8,6,4,2,8,2,3,T
2,5,2,4,2,6,6,5,4,5,4,4,2,6,6,6,S
2,3,4,2,2,5,5,1,6,7,4,6,2,6,2,5,X
2,6,3,4,1,4,10,1,4,6,8,5,1,6,1,6,T
4,6,4,5,4,4,4,6,4,5,4,7,4,6,5,2,U
4,4,4,3,2,4,6,1,5,6,7,4,2,8,2,4,Y
2,2,3,2,1,3,8,2,2,7,8,5,2,8,1,5,V
2,3,3,2,2,6,5,3,4,7,3,4,2,6,2,6,D
4,7,6,6,5,5,6,5,5,5,4,6,2,6,2,6,H
3,6,4,4,6,6,5,3,3,4,5,5,5,7,5,4,B
4,8,4,6,2,5,6,3,6,8,5,5,2,6,4,4,S
2,2,2,2,2,6,5,5,3,5,4,6,2,6,2,6,O
4,8,5,6,2,5,6,6,6,5,5,4,2,6,3,6,O
2,4,2,3,1,8,2,6,2,9,4,9,1,4,1,6,J
2,3,3,4,4,6,6,3,1,6,5,5,4,6,4,5,P
2,5,4,4,4,6,4,4,1,5,4,6,5,6,2,6,O
2,5,3,4,2,5,5,1,5,9,4,6,1,6,1,5,I
3,6,4,4,4,5,5,2,6,6,4,6,1,6,8,5,Z
2,4,4,3,5,6,5,3,2,5,4,6,6,8,1,4,W
2,3,2,4,1,1,9,3,3,8,8,5,1,6,2,4,F
4,5,6,4,4,6,5,2,4,7,4,6,2,6,2,6,H
2,3,2,2,2,6,4,2,4,7,3,4,2,6,2,6,D
2,1,2,2,1,5,5,6,4,4,4,5,2,6,5,7,B
1,1,1,1,1,3,5,4,2,5,4,7,2,6,2,8,K
3,7,4,6,2,4,8,1,6,6,8,6,1,7,1,5,T
2,6,2,4,2,5,5,9,2,4,4,6,4,6,1,6,N
2,4,2,3,1,1,8,2,4,8,8,6,1,6,1,4,F
2,6,4,4,2,5,3,2,1,5,1,6,2,5,2,6,A
6,8,5,6,4,3,8,1,2,6,7,6,4,8,1,5,V
6,9,5,5,2,3,9,2,4,9,5,2,2,5,4,3,F
2,1,2,1,1,5,7,2,1,5,9,6,1,8,1,6,Y
3,5,4,4,3,6,6,2,4,7,2,4,2,4,3,7,R
4,6,4,8,5,6,5,4,2,6,5,7,2,6,4,6,Q
4,6,6,5,4,7,4,2,4,6,2,4,6,4,2,6,M
2,4,2,2,2,3,7,2,4,7,6,3,1,7,2,5,P
2,5,3,4,2,4,5,3,5,4,4,6,2,6,4,6,K
4,4,6,6,6,7,8,4,3,4,5,4,4,7,5,3,Y
3,4,4,4,4,4,5,3,5,4,3,5,2,5,4,4,D
3,2,4,4,2,4,6,7,4,5,4,6,2,6,4,7,R
3,5,4,4,4,7,5,2,4,7,3,4,2,6,3,7,B
3,6,4,4,3,4,5,5,5,6,6,6,2,7,4,6,T
4,7,6,6,3,5,5,3,2,5,6,6,6,6,1,6,W
4,6,5,5,6,5,6,4,4,6,4,5,5,4,6,8,K
7,10,6,6,4,6,3,4,3,6,3,4,3,5,4,6,G
2,5,2,4,2,3,8,6,2,7,4,3,1,7,2,6,P
1,1,1,1,1,4,5,4,6,5,4,10,1,6,3,7,C
4,8,5,6,3,7,4,3,6,8,2,6,2,6,4,8,S
4,6,4,5,3,5,3,4,3,10,6,10,1,4,1,4,J
4,8,6,6,4,5,8,5,2,7,4,2,2,8,3,6,P
2,2,3,3,2,5,5,2,6,4,4,6,2,6,4,6,X
6,9,6,6,4,6,2,2,2,8,4,8,3,6,5,6,L
3,4,3,6,3,4,6,7,5,5,4,5,2,6,6,7,B
2,4,4,3,2,6,5,2,6,8,4,6,2,6,4,7,E
2,3,3,4,2,5,6,10,2,5,3,6,2,6,1,6,H
2,3,3,2,2,4,8,2,5,8,6,3,2,8,2,3,T
2,1,2,1,1,4,8,6,2,6,4,3,1,6,2,6,P
2,2,3,2,2,4,6,2,4,7,6,6,1,6,4,4,S
1,1,2,1,1,5,5,8,1,4,4,6,3,6,1,6,N
4,3,4,4,2,3,8,6,2,7,4,3,1,7,3,6,P
2,4,4,3,2,6,5,4,5,6,3,4,2,6,2,6,D
2,5,2,3,1,4,10,1,4,6,8,6,1,6,1,6,T
2,3,3,2,2,6,5,2,4,8,4,5,2,5,3,6,B
2,5,4,4,2,5,7,2,2,5,8,6,1,8,1,6,Y
2,8,3,6,2,10,2,3,4,9,1,6,1,5,1,6,J
2,6,4,5,3,8,2,2,2,6,2,6,2,3,2,6,A
2,5,4,4,2,8,4,2,5,10,2,6,1,6,1,6,J
2,2,2,3,1,6,7,4,6,4,4,4,1,5,6,5,S
3,6,3,4,2,2,5,4,8,5,4,10,1,6,5,5,E
1,1,1,1,1,5,5,3,3,5,4,6,1,6,1,6,I
4,6,5,4,5,6,6,4,5,5,4,6,4,6,3,5,H
3,4,4,6,2,5,4,6,6,4,4,7,2,6,4,8,G
2,2,2,2,2,5,6,4,6,4,4,6,1,6,5,6,Z
3,4,4,3,2,6,7,1,5,2,8,6,1,8,1,6,Y
2,5,3,4,4,5,4,3,3,4,4,6,3,6,4,5,H
3,6,4,4,5,6,6,5,4,5,4,4,2,5,5,7,B
3,6,4,5,3,7,2,2,2,6,2,7,3,3,2,6,A
4,7,4,4,4,7,4,2,4,6,4,6,4,6,5,6,B
4,7,6,6,5,6,4,4,4,4,5,4,6,4,2,4,M
3,6,3,4,2,4,7,6,3,6,4,4,2,7,3,6,P
4,8,6,6,4,3,8,2,2,6,6,6,6,8,2,5,W
2,3,3,2,1,4,6,2,5,8,5,6,1,6,3,4,S
2,7,3,6,1,9,2,6,3,10,4,9,1,4,1,6,J
6,10,6,6,4,5,5,2,3,8,3,6,4,6,1,5,N
1,1,1,1,1,5,5,3,3,5,4,6,1,6,1,6,I
4,6,5,8,8,6,6,3,1,6,5,4,6,7,4,6,P
2,2,2,2,1,4,5,4,4,6,5,7,2,6,3,7,G
4,6,6,4,4,3,6,3,6,8,7,6,2,6,3,4,E
4,6,5,7,4,6,5,5,3,6,5,7,2,6,4,6,Q
2,6,3,4,2,4,8,6,3,5,3,6,2,5,4,8,R
2,2,2,2,2,4,5,3,5,4,4,7,2,6,3,7,K
3,4,4,4,4,6,6,4,3,5,5,5,4,8,4,3,Y
3,4,4,4,4,4,6,3,2,6,5,4,4,7,3,4,P
4,6,4,3,2,5,2,4,2,4,4,3,3,6,4,5,G
3,5,4,4,4,5,5,4,2,5,4,8,3,6,5,6,G
5,6,6,5,5,4,5,4,4,5,4,6,4,6,5,7,P
5,10,5,6,4,6,2,2,3,8,4,8,2,6,4,6,L
1,2,2,2,1,7,4,2,4,8,3,6,1,5,1,5,J
2,7,4,6,2,6,7,1,2,4,8,6,1,8,1,6,Y
4,8,6,6,6,6,6,4,4,6,4,3,4,6,4,7,D
4,7,6,6,6,6,5,2,3,6,5,6,6,4,2,6,M
2,1,2,2,1,6,4,4,4,4,4,7,1,5,4,7,G
3,6,4,4,3,4,6,6,4,2,5,8,3,6,4,4,U
1,4,1,3,1,5,5,3,3,5,4,6,1,6,1,6,I
3,8,4,6,2,6,4,1,5,9,4,6,1,5,2,6,I
4,8,4,6,4,4,4,6,5,4,4,5,2,6,7,7,B
1,2,2,2,2,5,5,4,2,6,6,6,2,6,3,6,Q
2,5,2,4,1,9,2,6,3,10,3,8,1,4,1,6,J
3,8,4,6,3,4,5,6,5,5,4,5,2,6,6,7,B
2,4,4,4,3,6,6,2,3,4,6,5,3,7,3,4,A
2,3,4,2,2,6,6,2,5,7,4,5,1,6,4,5,S
3,3,3,4,2,6,4,10,4,4,9,6,2,6,1,6,U
2,2,3,2,2,5,5,2,5,8,5,6,2,6,3,6,E
2,6,2,4,2,4,7,5,3,4,2,7,2,4,4,8,R
2,4,2,3,1,1,1,4,4,1,1,4,1,6,1,6,L
2,5,3,4,2,5,5,10,2,4,4,6,4,6,1,6,N
4,6,6,6,7,5,6,4,4,5,5,6,5,6,6,4,B
4,6,6,4,6,5,4,2,4,4,4,6,6,4,5,5,K
4,6,4,5,5,4,6,2,4,5,4,6,3,5,6,5,X
4,6,4,3,2,4,8,4,2,9,4,3,3,6,2,6,P
1,6,1,4,1,5,5,3,3,5,4,6,1,6,1,6,I
6,10,5,6,4,6,4,3,2,6,4,6,3,6,6,6,G
2,7,4,6,3,8,2,2,2,7,2,6,2,4,3,6,A
3,3,4,2,2,6,4,1,5,7,3,6,3,5,3,6,K
4,7,5,6,5,6,4,5,5,4,5,4,2,6,6,8,B
2,6,4,4,2,4,6,1,4,6,8,7,1,8,2,6,Y
2,3,3,2,2,4,7,2,2,7,6,6,4,6,1,5,N
2,3,3,4,1,4,7,2,2,6,9,6,2,8,1,6,Y
6,8,4,5,2,6,5,4,4,6,3,5,4,6,4,6,O
4,8,6,6,5,4,6,2,6,7,5,6,2,6,4,5,E
4,7,4,6,3,2,6,4,4,8,8,6,2,6,1,5,U
5,6,6,4,2,3,6,4,6,7,7,6,2,6,2,4,U
2,4,4,3,2,6,5,1,6,7,3,5,2,6,2,6,X
1,1,1,1,1,4,5,5,4,5,4,4,2,6,2,6,D
2,1,2,2,2,6,5,5,5,5,5,3,2,6,2,4,D
3,4,4,3,2,5,5,2,6,8,4,5,1,6,4,6,S
3,4,5,3,3,4,5,2,6,7,6,7,2,6,3,4,K
2,7,1,5,1,5,5,3,3,5,4,6,1,6,1,6,I
3,4,4,4,4,5,6,3,4,5,4,5,3,6,6,5,F
1,1,2,2,1,4,2,2,1,4,2,5,1,4,2,4,A
2,4,4,3,4,4,5,2,2,5,4,6,4,6,5,4,R
2,2,3,2,2,4,6,3,3,6,5,3,1,7,3,5,P
2,5,3,4,2,6,7,1,4,4,8,6,1,8,1,6,Y
3,6,4,5,2,6,8,2,3,3,8,6,2,7,1,6,V
4,8,4,6,3,5,5,8,2,5,6,6,6,4,1,6,M
3,6,4,4,4,4,4,2,5,4,4,6,2,6,4,7,K
3,6,5,4,5,7,4,1,4,6,4,4,4,7,3,4,F
5,7,5,4,3,6,4,2,5,8,3,5,3,6,3,6,X
3,6,4,4,5,5,5,4,4,5,4,6,2,6,2,6,H
3,6,4,5,1,1,1,4,4,1,1,4,1,6,1,6,L
4,6,6,4,5,8,4,2,4,7,2,5,2,5,2,7,H
4,8,5,6,6,7,5,3,3,6,3,4,3,5,4,4,J
2,2,2,2,2,4,5,4,4,5,4,5,2,5,3,6,R
1,1,2,1,1,5,5,4,4,4,4,7,2,6,2,6,G
4,6,6,4,5,3,7,1,3,7,5,4,5,7,2,3,F
4,6,4,3,2,8,2,3,4,8,2,6,3,5,2,7,D
6,9,6,5,3,3,6,2,5,7,6,8,4,5,2,4,K
2,6,4,4,2,4,3,2,6,4,1,7,1,4,2,5,L
4,3,4,4,2,4,6,7,4,6,4,4,2,7,3,6,P
2,2,2,2,1,6,2,2,1,4,2,6,2,5,2,5,A
4,7,6,5,4,5,4,2,6,5,4,6,1,6,3,6,I
2,5,4,4,2,6,5,1,6,7,3,5,2,6,2,6,X
2,4,4,3,4,8,4,2,2,6,3,6,4,4,2,4,M
3,2,3,2,2,5,6,4,4,4,4,4,2,5,3,6,R
1,1,1,1,1,5,7,2,1,5,8,6,1,8,1,6,Y
1,2,2,1,1,5,5,1,5,9,4,6,1,6,1,5,I
4,8,4,6,6,5,6,3,4,4,5,6,5,5,6,5,T
2,6,3,4,2,1,8,4,3,8,7,5,1,6,2,4,F
4,7,6,6,4,8,5,2,4,8,1,4,3,4,3,7,R
6,8,4,10,4,4,8,2,2,8,6,4,2,6,8,4,Z
3,6,4,4,2,5,5,1,5,7,4,6,2,6,3,6,K
4,6,4,4,3,6,6,3,4,6,2,4,4,4,4,5,R
3,6,4,4,2,2,6,4,8,5,4,10,1,6,5,5,E
7,8,6,5,4,4,6,3,4,7,5,3,2,6,4,3,Y
4,7,5,6,3,5,5,9,2,6,6,6,6,4,1,6,M
6,10,5,6,4,6,4,3,2,6,4,6,3,6,6,6,G
3,4,4,3,2,5,5,2,6,8,4,6,2,6,2,5,X
2,7,3,5,2,5,6,2,8,6,4,6,1,6,5,6,Z
2,6,3,4,1,6,10,1,4,4,8,6,1,6,1,6,T
2,2,4,3,1,6,2,2,2,6,2,6,2,4,2,6,A
2,3,3,4,1,6,4,2,1,5,1,6,2,4,1,6,A
2,4,4,3,2,6,6,2,3,8,3,3,2,6,2,6,P
3,6,3,4,2,5,6,10,1,5,4,6,2,6,1,6,H
4,7,5,6,5,5,4,5,5,4,6,6,3,6,6,4,T
5,7,6,6,6,6,4,2,4,6,4,5,6,6,2,6,M
3,6,4,5,5,4,4,2,3,4,4,6,6,4,6,6,K
1,1,2,1,1,5,10,1,3,5,8,6,1,6,1,6,T
2,5,2,4,2,6,5,2,4,8,4,6,2,6,2,4,J
2,6,2,4,2,6,4,1,5,9,4,6,1,6,1,6,I
1,4,2,2,1,7,4,2,4,8,2,6,1,5,1,5,J
3,6,4,4,2,4,6,6,6,9,6,4,2,7,2,4,C
2,2,3,2,1,3,8,2,5,8,7,4,1,8,2,4,Y
5,10,5,6,4,6,2,3,3,8,5,8,3,6,5,6,L
2,3,2,2,2,6,5,2,4,6,4,4,2,6,3,6,B
4,7,6,6,4,6,7,4,3,8,3,2,1,7,2,6,P
3,7,4,6,4,6,5,6,4,4,2,6,2,6,3,6,Q
2,4,3,3,4,6,5,4,3,5,4,5,3,5,4,4,D
4,8,3,4,2,6,4,2,4,8,3,6,2,6,5,8,E
4,5,4,4,4,4,5,4,5,5,4,5,3,5,4,4,D
4,8,6,6,6,5,4,4,4,5,4,6,4,6,6,6,P
3,5,4,4,3,5,5,6,3,5,4,6,2,6,2,6,O
3,5,4,4,4,6,4,4,5,5,5,4,2,6,2,5,H
5,8,7,6,4,8,5,2,4,7,1,2,5,8,2,6,N
2,4,4,3,2,6,2,2,2,5,1,6,2,5,2,5,A
